"MAXWATR_1","MAXWATR_2","FRACTEN","PERCRTE","PERCEXP","BASERTE","QB_POWR","AXV_BEXP","LOGLAMB","TISHAPE","TIMEDELAY"
0.0503313867223072,0.00335848537849404,0.00805880942289708,0.0858640009879779,0.0276551678544748,8.96529818617771e-05,0.0165611135214988,0.678800443994611,0.00264723434692512,8.41418978401017e-05,0.126549562891112
0.00503411981848937,6.61579222654516e-06,0.0128413165311627,0.000581043183122112,0.191980942716626,8.17823349082385e-05,4.05828542718683e-05,0.0441371506240312,5.310612537178e-06,4.36444538071755e-08,0.745291091888172
0.0357980926730376,8.32819943289501e-05,0.0438012752172489,0.0592874816642255,0.0113723918727693,7.54340001642426e-06,0.000885487340685848,0.656134136250104,0.000201626416517796,8.41020839809414e-06,0.192420272962667
0.00049873891431752,3.25626843267453e-09,0.025217793360585,8.55688098872999e-05,0.00131047469511877,2.62323943447237e-09,4.22199474104117e-07,0.00482750059095291,1.72492597690262e-07,4.29499849240747e-08,0.968059280107574
0.18036339830527,0.000132685079340324,0.0205608692204715,0.00345660842901283,0.397176716400405,7.3987821469689e-06,0.000450516486656884,0.33763742243886,7.94639327367415e-05,6.27395372582853e-08,0.0601348581855619
0.00426035136148897,1.19210187154646e-08,0.106290542767692,0.00038297217521718,0.0259191395212139,1.50565286880903e-06,4.77844758645943e-05,0.333212451866802,5.85829541505478e-06,1.78270150395377e-06,0.529877599260916
0.000874051998897595,0.00169829837199715,0.454686795072521,0.00175569001686205,0.398868029674449,5.94791287119912e-05,0.00659307094006735,0.116710847712865,0.00135150010811863,2.2744675103388e-06,0.0173999625079997
0.182232572403574,3.48054063085743e-05,0.0196174640476395,0.000180548936088101,0.00961741629632372,8.1810468762941e-08,1.11791013288009e-05,0.257854140615105,2.80547617776176e-06,8.57889520312265e-09,0.530448977328091
0.216140624069927,5.45448125430275e-05,0.0743179306536237,0.0271722182818609,0.128151379252669,6.02573427970612e-06,0.000240361622686223,0.352483105493886,8.83533040531121e-05,2.65358318141628e-08,0.201345430238641
0.0106062805865612,1.20850667755014e-10,0.0217297339510893,3.34559569637238e-05,1.44697413034524e-05,9.96251681227609e-11,2.95821318116592e-10,0.00833721069590805,6.02124979218432e-10,0,0.959278847949753
0.00192725738914767,9.42622174240336e-08,0.1702137591373,2.63326990371026e-05,0.00058392205956356,1.68014100621714e-09,3.13975587118555e-08,0.0934220411761042,4.03804447706752e-08,3.92457710522301e-11,0.733826519779239
0.000161448212442398,0.0253562540157923,0.131738180268156,0.00065804811300663,0.128473709006309,0.000349311126280702,0.0375425542269755,0.664910508209485,0.00315239388103579,2.95649066667107e-05,0.00762802803384969
0.45209183142885,1.39660955903036e-06,0.0823330903316239,0.000319282332595179,0.00564772305040525,1.85310134251449e-08,6.53888506760234e-07,0.178559447466621,3.59461288298603e-07,1.18537015258861e-09,0.281046195714166
0.0148188395120796,5.10916858610501e-05,0.00670316216703167,0.0385655738153568,0.825302421945434,1.06615257218126e-06,0.000195661494849208,0.0433302174716146,2.84208991762193e-05,9.88481933999019e-08,0.0710034460078312
0.00532576218758868,3.84682673025442e-07,0.20583679107873,0.00058454686643977,0.0169566603811432,8.99330883301712e-08,1.95780091517866e-06,0.256196969967095,2.58751724642414e-07,4.4714741912711e-10,0.515096577903454
0.0119875692193999,0.00372487676142824,0.0496418931406365,0.0012078978010999,0.586230537176897,0.000549042823413986,0.0268460414006855,0.198693644476551,0.0022784525842227,6.13421243983791e-06,0.118833910403225
0.000128614942977321,0.000237342541541068,2.23676824780165e-06,2.84589144816987e-06,0.000122009296512591,9.88230754674121e-07,0.000132825306657885,0.99893498683147,2.43220863452081e-05,1.88066383350877e-07,0.00041364003766264
0.00490513493105594,2.10791923374948e-08,0.0476773977703715,0.000143144077562847,0.00615647068945125,5.5900432043238e-10,4.49998432065957e-08,0.1740999187437,1.58192703770546e-08,0,0.767017851330549
4.88101926087813e-06,3.98428482841174e-08,0.0158570859392371,0.0010496802988557,0.232305518360328,1.34454722810975e-06,0.00461673431103313,0.160894111702903,0.000224330867499463,0.000156114164248507,0.584890158946557
0.00319437271162337,5.0098707809754e-09,0.0348920138830813,0.000165527264403877,0.000647619067393671,6.83716846714347e-11,2.05673992536493e-09,0.0406231115328753,1.27806902275535e-09,7.05829688940977e-12,0.920477347120513
0.00210009850485822,2.57058309222371e-07,0.0523532147827986,8.5731639809819e-07,5.39244771800698e-05,8.36503021578058e-09,2.99111245097341e-07,0.049159603683165,9.12506409808596e-08,1.33992970883332e-10,0.896331645316382
7.27704583476243e-05,6.9131466251932e-07,0.11632036808475,0.000105889009201553,0.000647177890973815,3.10205386749394e-05,3.83479585686882e-07,0.185843286348274,1.32398347118995e-06,2.463447199689e-08,0.696977064257587
0.00350039570850775,5.44452719753095e-05,0.0228083518478149,0.00882384608523284,0.258663209622821,1.78915856772516e-05,0.0110457739317014,0.446536569239628,0.00156054874845453,8.7332495963153e-05,0.246901635462225
0.0134376630793857,0.0360038111083893,0.0769922613736944,0.00019662920642967,0.00065497164374834,0.00741982983451304,0.562921223820823,0.213010298069917,0.0659710503717382,0.000444212641423065,0.0229480488499379
0.0012418092413176,0,0.00296007907514838,0.828559726224158,0.0155294335154769,0,3.54779239359932e-10,0.120411888247217,0,9.97148475650793e-12,0.0312970633319308
0.0273962940166332,2.25233074634127e-11,0.00446339608659921,0.210014974172469,5.51498663116213e-06,5.58637030324322e-10,0,0.0115556101774997,4.02553127910036e-10,1.29888832431298e-11,0.746564209563466
0.000799320899568533,9.06752046718707e-09,0.0532749739213813,3.44629435777354e-05,0.00391282426752067,1.30407916911031e-10,4.51239892007449e-08,0.076845381681699,5.98705117267741e-09,2.92964595293513e-11,0.865132975947987
0.00245584905681329,7.3200217019572e-06,0.00514908318306413,0.000915598199256617,0.791752984610017,6.95246782209786e-07,0.000434155693840615,0.0250495111050093,1.57336847837413e-05,1.85078147081613e-06,0.17421721841726
0.00198933119560468,0.000109915733652288,0.00362503102984294,0.00065748630183404,0.986098771459992,1.16458562301616e-05,0.00679983934145278,0.000170435308658581,0.000333780894817697,1.72543053812451e-05,0.000186508572533661
0.00095407913495771,1.23020698735994e-05,0.0031885747592495,0.0282531045476946,0.251832366441619,1.25478389063987e-06,0.000192076935161489,0.205107733899975,3.90425058597134e-05,4.69401835585555e-08,0.510419417981535
0.558847301262433,8.90544689483926e-08,0.0275613555424195,0.0292655977047687,0.137430798030178,4.6267406419436e-07,0.0032579110459633,0.0617245215868011,0.000179044537952035,0.000116688221729831,0.181616230339222
0.00134827972068319,7.94794650378831e-06,0.0177470380717079,0.00195307125451118,0.35048480264824,2.15223018597309e-08,1.53824667154643e-06,0.178021264420962,3.24791101154202e-07,7.11629333596027e-10,0.450435710665689
0.322359505002754,0.000210199429636427,0.0532553778616344,0.00399808874697179,0.0914552969808775,2.34217293260058e-05,0.00303504682521298,0.467695510551164,0.000427468253410945,6.77735164777378e-05,0.0574723111025354
0.0353786530357149,0,0.109251958398862,0.000233910482138921,0.00267063127453426,0,9.4507349435863e-10,0.146100788753665,1.06638334867816e-10,0,0.706364057003373
0.0012558212006531,7.83522322878075e-07,0.0706230752681514,4.36872963606905e-05,0.000645615400705829,0.000113431329878829,5.46533188764188e-07,0.0580139460781548,1.09543053569437e-06,1.87329085049104e-09,0.869301996066757
0.000439196924240816,0.0185238540218047,0.00066439835372181,0.00043709686404393,0.970239239344215,0.000537078506973551,0.00691607693140368,0.00105875349818574,0.00107159886115643,1.56587407081843e-07,0.00011255010684703
0.234220705031996,0.00021689250801984,0.0105074372178465,0.0268619583366436,0.0284087773757476,6.32526821053618e-07,0.000344335404341505,0.243564403466693,4.25526148081262e-05,2.94527796074426e-06,0.455829360239122
0.00341347889101149,6.46233566752789e-05,0.00199476560834573,0.000665031103448486,0.0843616308061582,1.79476859974447e-06,0.000189931730051473,0.585476070557834,3.13363021662684e-05,1.40930295631164e-06,0.323799927572753
3.53731142818821e-06,0.000256997121155999,0.0107624464404315,0.00617408114520962,0.267046190729083,4.09748209976872e-05,0.00281199497542205,0.520955632276138,0.000209897553328404,8.4187263658545e-06,0.191729828900439
1.96411704253726e-05,0.000634509830891634,0.0445199827968749,0.00109811678940079,0.220878254264417,2.84167109735018e-05,0.00507534688392601,0.665616567284378,0.000669284722067735,6.67020067844218e-06,0.0614532093459664
0.00178529110708189,2.97422625372627e-05,0.0347290526071676,0.00222705566240582,0.474155785888376,1.44292488594392e-06,0.000216898560956564,0.156508120666517,3.23098691958252e-05,1.30523442210659e-06,0.330312995216454
0.000109954974542986,0.00188621366861778,0.00479172393223048,0.00209253532067367,0.516079299192863,2.37918491052165e-05,0.000145994311619346,0.235795865401056,2.25247629013641e-05,1.25973095749569e-09,0.239052095326659
0.00142203611951849,1.05836712960982e-06,0.0185651229672981,0.0052115310120375,0.0293185567277118,1.90098955826332e-08,1.7065650564928e-06,0.0342329816877399,3.11765864009897e-07,7.25967268974372e-09,0.911246668518076
0.000901949882156058,8.436627882339e-08,0.0377848466741224,0.000624201507336016,0.0294820972018955,2.43666770711904e-08,5.73198099395126e-08,0.0730975157092123,4.56966928078661e-07,2.14542018982822e-09,0.858108763860165
0.000426937409567723,0.00112768500287004,0.0381715065749897,0.00833226606961533,0.760614602595566,5.12953002261477e-06,0.000297861267619142,0.157390101567893,4.92021196014007e-05,1.12984572295951e-08,0.0335846965637975
0.000107494784431422,3.98651579883581e-11,0.00612323266393955,0.00317060112851064,0.24520704540798,4.21195477192769e-10,1.21762176630936e-06,0.334452740550661,3.00067870558422e-08,3.02867794702256e-08,0.410937607088084
0.0566383769020113,1.37895327410993e-06,0.227840956010576,0.000940337097188357,0.0504293104480927,1.4323486828573e-08,7.22027418428278e-06,0.137321556609484,9.76395237133293e-07,8.81255729007662e-08,0.526819784860892
0.0751739942721988,0.000451931254993808,0.000756561525908003,0.000110648338958103,0.00147897115283495,4.64736719399482e-06,0.000343684214460771,0.915968698560837,7.89144277796403e-05,9.88679945968793e-09,0.00563193899803617
0.06536760907134,0.00400132326362935,0.0142942361286998,0.00165872931507494,0.325412811634687,0.0020446283223401,0.551936007857764,0,0.0331545309285315,0.00177119531453601,0.00035892816339789
0.466871556598894,0.00402389663512483,0.00753904182211765,0.00232860716878219,0.033996991658448,3.97414005457208e-06,0.000736980761983199,0.418061922354988,9.36899028761512e-05,9.15367075531621e-08,0.0663432474200237
0.0616101575801223,6.76806503086803e-11,0.000651464550853395,0.000756882929540143,0.000749637843355641,1.32085969953747e-10,1.79981490477045e-08,0.0134309147877001,1.97046665818099e-09,9.17509170732183e-10,0.922800921222537
0.00146156493882077,0.00183119806406642,0.000826236057961301,0.829253771302603,0.0784675598402421,6.56921178531349e-05,0.00281862071457178,0.0799740781783839,0.000354928638938875,9.19643503088494e-06,0.00493715371152794
0.0998304642355412,1.3700930541025e-06,0.090534340784924,0.000137067232017807,0.00200591789594573,1.25554832788687e-06,2.91738480804744e-06,0.157134975537748,8.79119236138978e-06,3.79140528217066e-08,0.650342862181218
0.0681727401532237,0.0992007208027152,0.0642661216718227,0.00573373519520903,0.165393417409097,0.000248590316879391,0.0336089432758069,0.554054688947749,0.00535357659462581,1.13104862817425e-05,0.00395615514658962
0.0104726274931927,2.09685370193726e-09,0.028494180777682,0.000605986593657697,0.00679313539255491,7.94326022056562e-10,6.04072670619317e-09,0.0403090223268357,2.36784019369345e-09,0,0.91332503611633
0.0304913008643721,0.00351731193240386,0.0549908025112279,2.98364926715381e-07,0.00847574645220845,3.22080315939845e-05,0.00594461270629575,0.795510233498843,0.000768872744708091,8.03763742820781e-06,0.100260575255992
0.000772920857601266,0.00029820406732761,0.0079242456099942,0.000749906338860317,0.0986799838316479,1.852771687287e-05,0.00157098586477202,0.586183152417497,0.000302165132306982,3.29556299401704e-07,0.30349957860682
0.0219906873946292,1.33034375111926e-07,0.0365672238546164,0.00338030371344811,0.0490371104902613,5.46201551589837e-09,3.68436550968472e-07,0.257272951895039,7.07785356080331e-08,3.50399015586426e-09,0.631751141436539
0.00537358283767613,0.00335729981516261,0.0225822138914974,0.00587525652522868,0.191110856146398,5.33666833610357e-05,0.00301782377058241,0.73842392826247,0.000562111611943258,3.8045905492859e-06,0.0296397558651317
0.00242837583540502,1.5938560027241e-05,0.0154589836805674,0.00404886266477129,0.0395950533431077,3.19509956554743e-05,0.031540505461711,0.677480171148745,0.00187815598564678,0.000377013271919922,0.227144989052443
3.64265876458583e-05,3.62856669563931e-08,0.0105417322425602,3.2334445404536e-05,0.00803510663845683,8.13320519703316e-10,4.17331963826067e-08,0.010670125721135,1.08996035221267e-08,1.46649139531549e-10,0.970684184486361
2.9606649320127e-05,0.00234598030229589,0.0896381346566149,0.0660126874506672,0.598248661339802,3.13167927614051e-05,0.000558250424315873,0.125877179674197,8.714819584077e-05,4.6473674656561e-08,0.11717098804051
0.00929758082613938,1.33123025375792e-07,0.196052057739163,0.000245157025652595,0.0104438430780505,8.32594714452785e-09,1.14627594059638e-07,0.108249364926355,2.17427570969188e-08,1.43922873338831e-10,0.675711718441393
0.00500759704917581,4.88971307851037e-05,0.447519615158388,0.000367237295245901,0.373646161887027,0.00768358297643596,0.00802357910406528,0.0808664598149035,0.000549702344645721,7.92320094364064e-07,0.0762863749192333
0.00144242912404061,0.00353656293188076,0.0208406930897844,0.000113025898915129,0.0111265091272373,3.89392630888557e-06,0.000257090034334209,0.949099006109147,3.23821146974724e-05,3.41553086857383e-07,0.013548066090567
0.000232365797679938,3.93631473886414e-05,0.0472542163736733,0.0415822794337834,0.303931576725366,5.20551321210426e-06,0.000162035048500678,0.268420891797413,2.15282691551402e-05,1.42760077960395e-07,0.33835039513375
0.000406122140850234,0.00174244997303408,0.00287629125636341,0.000161364187570664,0.000601198806285217,1.40924269692544e-05,0.00245509379326097,0.917031964672207,0.000362723924339508,4.03890066375239e-07,0.0743482949290536
0.0379458437419256,0.000457997413474257,0.00631518855369455,0.133898676185887,0.20182916045414,1.02321432808259e-05,0.00205098975355047,0.564873987960157,0.000303921313521571,4.76512205750332e-06,0.0523092373583107
0.0260037960541929,0.00572753861165223,0.0116899047741393,0.000357186159068478,0.00265591470005115,1.86898928510304e-05,0.00341621488730723,0.945234729233658,0.000595100902581782,9.46462183373527e-07,0.00429997832231419
0.000469386458314888,1.16174201048804e-06,0.00287135416225879,0.000756614872183952,0.319282389828028,5.35010747507944e-07,3.37472919430375e-05,0.0441403977070895,3.04029298436256e-06,2.3571625736841e-08,0.632441349062814
0.00981096082779681,0.018122815511193,0.00159959682883572,9.44146963504317e-05,0.00177361075217994,0.00667489496881943,0.0526242316481425,0.900362618624176,0.00751224621875098,0.000140435565690314,0.00128417435806471
1.98481887068961e-05,0.000547904806669612,0.0375567504325385,0.00078840223994724,0.12522473264293,2.70538527393811e-05,0.00323556513877087,0.720938249387163,0.00057568624292304,3.28101721375962e-06,0.111082526050398
0.046810124681221,0.000407373840765561,0.00856151757661354,0.0153898703027864,0.602146494255556,1.82745066176603e-07,3.16332194892941e-05,0.0829293456546044,3.77843893172401e-06,1.12393907294361e-08,0.243719668045575
0.00154708116396425,3.447794409053e-08,0.0909475654343045,5.75555537898759e-08,9.96914643792305e-06,4.51454471971428e-09,0,0.0297785983370663,2.47558340210867e-07,2.07675658282744e-09,0.877716439735088
0.255374830478601,2.03874778466145e-05,0.115192643684749,0.000712657773342663,0.0567701329268995,1.44847993450777e-05,3.63498250445009e-05,0.287428844578764,6.79420886445371e-06,8.41390345873339e-09,0.284442865832639
0.000144309446194609,0.000729141168402777,0.00402188629823145,0.00595866783695828,0.982134445839063,4.40201559790146e-06,0.000425533537148323,0.00180054113721891,8.53482421075195e-05,5.49764095026041e-07,0.00469517471498247
2.97497865714018e-05,1.27150518009708e-07,0.0180614918256182,0.000841935535767085,0.0292563318034718,3.36963289811107e-08,2.63587475671637e-07,0.0604188038687834,6.07261691628161e-08,2.22027926941432e-11,0.891391201997093
0.102958859451717,0,0.0129191445350049,0.00506210806802848,7.31662424866314e-06,1.1657841060878e-11,5.189104112993e-11,0.00951018234842509,2.03692005892132e-10,4.38542279706161e-11,0.86954238866148
0.000473301386947891,0.00296376642564188,0.420397329927838,0.000321348758275822,0.367263125671957,0.000670009502687728,0.0302874215004643,0.140055564426687,0.0052018009204247,1.75510015130257e-05,0.0323487804775629
7.85692325308294e-05,0.000480073250269091,0.000594836931345225,0.00106373450780625,0.992919345202741,1.49466692995143e-05,0.0014274648151015,0.002619600852255,0.000261931688954515,7.31812850960688e-08,0.00053942366841235
0.0305957143293073,1.2372955604283e-05,0.0592536987799201,0.0168585604918319,0.00938348055066731,4.79988119624823e-07,0.000527832549502345,0.502059292546644,6.57518616888352e-05,2.23193689363627e-05,0.381220496577777
0.000583758604305119,0.000476488634925747,0.126059914997783,0.00164234312745022,0.487745602379781,1.14696253765393e-05,0.000831021575844163,0.25964293199001,0.000126347789067423,1.41736288157952e-06,0.122878703912575
0.000112635868368098,0.000434676132068014,0.0122419892010956,0.000969962902252191,0.0387831747219716,0.000107689909300204,0.000362607990195831,0.863138678083415,5.30965071082059e-05,8.81719964498931e-09,0.0837954798670269
0.0385965090824956,1.04232797230221e-06,0.0286100081160747,0.0141347182250253,0.00584846897280098,5.89203607988609e-07,1.82411048185729e-05,0.479458956307637,2.08416886787767e-06,4.72471941816875e-08,0.433329335243506
0.464358635106792,0.00164863656036486,0.0575208347634787,0.00137995546979274,0.00718597648024587,0.000634993607387999,0.0451025320478259,0.38744967691124,0.00767711281678257,6.12416506012833e-05,0.0269804045854886
0.0178082616924612,5.64191459785118e-06,0.000338554703792461,0.0568800821819081,0.00449775095395478,0.000140725763274829,0.0647509817557256,0.625182111848303,0.00621994151290823,0.00171196497866837,0.222463982694405
1.60364339916903e-05,0.000233400821159847,0.0377078586912733,0.00396487833844763,0.949167711587314,4.314224608096e-06,0.000591613050379587,0.00797588967540123,6.15893415461032e-05,5.83324494563851e-07,0.000276124511383637
0.0604802220379645,0.000352576404041819,0.0321782759543074,0.0112130034386706,0.226610890712331,5.03875847329594e-07,5.59010481447763e-05,0.522794644790031,8.08897514425836e-06,5.54642260729167e-08,0.146305837299292
0.000500528115765407,1.02813743040233e-08,0.0199163250487195,0.000316575713425679,0.00568202134151342,7.70392091290145e-10,9.40961598381607e-08,0.0925425471459404,3.41662974679162e-08,1.93190002341821e-10,0.881041863127223
0.0030330270941925,0.000485242113891934,0.0117252328788769,0.00112206587497235,0.204501368019756,0.00129720559553418,0.000533364247447887,0.153106429969502,4.07032717882212e-05,4.77185665224715e-07,0.624154883748373
0.00499977823026996,0.0181893633007863,0.0331954001052484,0.00015377581482716,0.220610772785562,0.00327705024646546,0.269279967622148,0.120076543372487,0.0375816084825236,0.000928886565306443,0.291706853474376
0.000115231958188955,3.12654479652124e-09,0.0196650302911614,6.48906261681517e-07,3.31711193394368e-05,1.08802705020155e-06,4.85789424741738e-11,0.0130267128266623,2.14423136300525e-08,0,0.967158092253899
0.000865184158619299,0.00329408390430021,0.00125567961502991,0.000364315378827657,0.0346761617283817,0.0100895429801456,0.00376577709167388,0.934085088865845,0.000584651315625977,3.60710058375446e-05,0.010983443955713
0.000157041176179032,3.25817722362731e-05,0.00113662207695084,0.00256094755110215,0.991020016205318,4.91222196883858e-06,0.00451994529333216,0.000104795157452593,0.000246647046599574,7.55855867138301e-06,0.000208932940188925
0.0283066337905026,0.000947657448650944,0.0202628934230031,0.00367105279188074,0.0301776486929115,5.63349365348869e-07,0.000154592645254799,0.887850530315458,1.77132810457432e-05,1.29582804526703e-07,0.0286105846791219
0.0144015525676148,3.28084658637672e-05,2.28843665457946e-05,0.00261013067410141,0.0423942740055507,4.09844000291755e-06,0.000467234431100964,0.797457099383673,8.63863428608246e-05,7.10009527330138e-07,0.142522821313157
